Area,Year,Animal,Measurement,Unit,Value
Saskatchewan,2016,All other pigs,Number of farms reporting,Number,576
Saskatchewan,2016,All other pigs,Number of animals,Number,941519
Saskatchewan,2016,All other pigs,Average number,Number,1635
Saskatchewan,2016,Total sheep,Number of farms reporting,Number,871
Saskatchewan,2016,Total sheep,Number of animals,Number,110015
Saskatchewan,2016,Total sheep,Average number,Number,126
Saskatchewan,2016,Rams,Number of farms reporting,Number,655
Saskatchewan,2016,Rams,Number of animals,Number,2352
Saskatchewan,2016,Rams,Average number,Number,4
Saskatchewan,2016,Ewes,Number of farms reporting,Number,816
Saskatchewan,2016,Ewes,Number of animals,Number,51594
Saskatchewan,2016,Ewes,Average number,Number,63
Saskatchewan,2016,All other sheep,Number of farms reporting,Number,741
Saskatchewan,2016,All other sheep,Number of animals,Number,56069
Saskatchewan,2016,All other sheep,Average number,Number,76
Saskatchewan,2016,Horses and ponies,Number of farms reporting,Number,5864
Saskatchewan,2016,Horses and ponies,Number of animals,Number,39896
Saskatchewan,2016,Horses and ponies,Average number,Number,7
Saskatchewan,2016,Goats,Number of farms reporting,Number,422
Saskatchewan,2016,Goats,Number of animals,Number,11501
Saskatchewan,2016,Goats,Average number,Number,27
Saskatchewan,2016,Wild boars,Number of farms reporting,Number,8
Saskatchewan,2016,Fox,Number of farms reporting,Number,1
Saskatchewan,2016,Bison,Number of farms reporting,Number,303
Saskatchewan,2016,Bison,Number of animals,Number,40418
Saskatchewan,2016,Bison,Average number,Number,133
Saskatchewan,2016,Llamas and alpacas,Number of farms reporting,Number,450
Saskatchewan,2016,Llamas and alpacas,Number of animals,Number,2766
Saskatchewan,2016,Llamas and alpacas,Average number,Number,6
Saskatchewan,2016,Deer,Number of farms reporting,Number,35
Saskatchewan,2016,Deer,Number of animals,Number,1939
Saskatchewan,2016,Deer,Average number,Number,55
Saskatchewan,2016,Elk (wapiti),Number of farms reporting,Number,111
Saskatchewan,2016,Elk (wapiti),Number of animals,Number,6900
Saskatchewan,2016,Elk (wapiti),Average number,Number,62
Saskatchewan,2016,Total hens and chickens,Number of farms reporting,Number,1697
Saskatchewan,2016,Total hens and chickens,Number of animals,Number,5842590
Saskatchewan,2016,Total hens and chickens,Average number,Number,3443
Saskatchewan,2016,Turkeys,Number of farms reporting,Number,216
Saskatchewan,2016,Turkeys,Number of animals,Number,253550
Saskatchewan,2016,Turkeys,Average number,Number,1174
Alberta,2016,Total cattle,Number of farms reporting,Number,19914
Alberta,2016,Total cattle,Number of animals,Number,5206999
Alberta,2016,Total cattle,Average number,Number,261
Alberta,2016,Dairy cows,Number of farms reporting,Number,828
Alberta,2016,Dairy cows,Number of animals,Number,80014
Alberta,2016,Dairy cows,Average number,Number,97
Alberta,2016,Beef cows,Number of farms reporting,Number,17022
Alberta,2016,Beef cows,Number of animals,Number,1576354
Alberta,2016,Beef cows,Average number,Number,93
Alberta,2016,Total heifers,Number of farms reporting,Number,13340
Alberta,2016,Total heifers,Number of animals,Number,903173
Alberta,2016,Total heifers,Average number,Number,68
Alberta,2016,Bulls, 1 year and over,Number of farms reporting,Number,14779
Alberta,2016,Bulls, 1 year and over,Number of animals,Number,94913
Alberta,2016,Bulls, 1 year and over,Average number,Number,6
Alberta,2016,Steers, 1 year and over,Number of farms reporting,Number,6299
Alberta,2016,Steers, 1 year and over,Number of animals,Number,902839
Alberta,2016,Steers, 1 year and over,Average number,Number,143
Alberta,2016,Calves, under 1 year,Number of farms reporting,Number,17523
Alberta,2016,Calves, under 1 year,Number of animals,Number,1649706
Alberta,2016,Calves, under 1 year,Average number,Number,94
Alberta,2016,Total pigs,Number of farms reporting,Number,1211
Alberta,2016,Total pigs,Number of animals,Number,1462247
Alberta,2016,Total pigs,Average number,Number,1207
Alberta,2016,Boars,Number of farms reporting,Number,573
Alberta,2016,Boars,Number of animals,Number,4941
Alberta,2016,Boars,Average number,Number,9
Alberta,2016,Sows and gilts for breeding,Number of farms reporting,Number,698
Alberta,2016,Sows and gilts for breeding,Number of animals,Number,121562
Alberta,2016,Sows and gilts for breeding,Average number,Number,174
Alberta,2016,All other pigs,Number of farms reporting,Number,986
Alberta,2016,All other pigs,Number of animals,Number,1335744
Alberta,2016,All other pigs,Average number,Number,1355
Alberta,2016,Total sheep,Number of farms reporting,Number,1677
Alberta,2016,Total sheep,Number of animals,Number,195511
Alberta,2016,Total sheep,Average number,Number,117
Alberta,2016,Rams,Number of farms reporting,Number,1205
Alberta,2016,Rams,Number of animals,Number,4772
Alberta,2016,Rams,Average number,Number,4
Alberta,2016,Ewes,Number of farms reporting,Number,1546
Alberta,2016,Ewes,Number of animals,Number,90281
Alberta,2016,Ewes,Average number,Number,58
Alberta,2016,All other sheep,Number of farms reporting,Number,1368
Alberta,2016,All other sheep,Number of animals,Number,100458
Alberta,2016,All other sheep,Average number,Number,73
Alberta,2016,Horses and ponies,Number of farms reporting,Number,12808
Alberta,2016,Horses and ponies,Number of animals,Number,108702
Alberta,2016,Horses and ponies,Average number,Number,8
Alberta,2016,Goats,Number of farms reporting,Number,963
Alberta,2016,Goats,Number of animals,Number,27955
Alberta,2016,Goats,Average number,Number,29
Alberta,2016,Wild boars,Number of farms reporting,Number,3
Alberta,2016,Wild boars,Number of animals,Number,755
Alberta,2016,Wild boars,Average number,Number,252
Alberta,2016,Mink,Number of farms reporting,Number,5
Alberta,2016,Mink,Number of animals,Number,148
Alberta,2016,Mink,Average number,Number,30
Alberta,2016,Fox,Number of farms reporting,Number,1
Alberta,2016,Bison,Number of farms reporting,Number,445
Alberta,2016,Bison,Number of animals,Number,54907
Alberta,2016,Bison,Average number,Number,123
Alberta,2016,Llamas and alpacas,Number of farms reporting,Number,948
Alberta,2016,Llamas and alpacas,Number of animals,Number,5807
Alberta,2016,Llamas and alpacas,Average number,Number,6
Alberta,2016,Deer,Number of farms reporting,Number,25
Alberta,2016,Deer,Number of animals,Number,1161
Alberta,2016,Deer,Average number,Number,46
Alberta,2016,Elk (wapiti),Number of farms reporting,Number,150
Alberta,2016,Elk (wapiti),Number of animals,Number,11904
Alberta,2016,Elk (wapiti),Average number,Number,79
Alberta,2016,Total hens and chickens,Number of farms reporting,Number,3869
Alberta,2016,Total hens and chickens,Number of animals,Number,14125401
Alberta,2016,Total hens and chickens,Average number,Number,3651
Alberta,2016,Turkeys,Number of farms reporting,Number,520
Alberta,2016,Turkeys,Number of animals,Number,768529
Alberta,2016,Turkeys,Average number,Number,1478
British Columbia,2016,Total cattle,Number of farms reporting,Number,5126
British Columbia,2016,Total cattle,Number of animals,Number,659441
British Columbia,2016,Total cattle,Average number,Number,129
British Columbia,2016,Dairy cows,Number of farms reporting,Number,687
British Columbia,2016,Dairy cows,Number of animals,Number,75853
British Columbia,2016,Dairy cows,Average number,Number,110
British Columbia,2016,Beef cows,Number of farms reporting,Number,3483
British Columbia,2016,Beef cows,Number of animals,Number,212989
British Columbia,2016,Beef cows,Average number,Number,61
British Columbia,2016,Total heifers,Number of farms reporting,Number,3463
British Columbia,2016,Total heifers,Number of animals,Number,104434
British Columbia,2016,Total heifers,Average number,Number,30
British Columbia,2016,Bulls, 1 year and over,Number of farms reporting,Number,2853
British Columbia,2016,Bulls, 1 year and over,Number of animals,Number,13486
British Columbia,2016,Bulls, 1 year and over,Average number,Number,5
British Columbia,2016,Steers, 1 year and over,Number of farms reporting,Number,2028
British Columbia,2016,Steers, 1 year and over,Number of animals,Number,32316
British Columbia,2016,Steers, 1 year and over,Average number,Number,16
British Columbia,2016,Calves, under 1 year,Number of farms reporting,Number,4206
British Columbia,2016,Calves, under 1 year,Number of animals,Number,220363
British Columbia,2016,Calves, under 1 year,Average number,Number,52
British Columbia,2016,Total pigs,Number of farms reporting,Number,904
British Columbia,2016,Total pigs,Number of animals,Number,88862
British Columbia,2016,Total pigs,Average number,Number,98
British Columbia,2016,Boars,Number of farms reporting,Number,265
British Columbia,2016,Boars,Number of animals,Number,471
British Columbia,2016,Boars,Average number,Number,2
British Columbia,2016,Sows and gilts for breeding,Number of farms reporting,Number,333
British Columbia,2016,Sows and gilts for breeding,Number of animals,Number,7808
British Columbia,2016,Sows and gilts for breeding,Average number,Number,23
British Columbia,2016,All other pigs,Number of farms reporting,Number,759
British Columbia,2016,All other pigs,Number of animals,Number,80583
British Columbia,2016,All other pigs,Average number,Number,106
British Columbia,2016,Total sheep,Number of farms reporting,Number,1693
British Columbia,2016,Total sheep,Number of animals,Number,59249
British Columbia,2016,Total sheep,Average number,Number,35
British Columbia,2016,Rams,Number of farms reporting,Number,1076
British Columbia,2016,Rams,Number of animals,Number,2198
British Columbia,2016,Rams,Average number,Number,2
British Columbia,2016,Ewes,Number of farms reporting,Number,1540
British Columbia,2016,Ewes,Number of animals,Number,26606
British Columbia,2016,Ewes,Average number,Number,17
British Columbia,2016,All other sheep,Number of farms reporting,Number,1381
British Columbia,2016,All other sheep,Number of animals,Number,30445
British Columbia,2016,All other sheep,Average number,Number,22
British Columbia,2016,Horses and ponies,Number of farms reporting,Number,4767
British Columbia,2016,Horses and ponies,Number of animals,Number,33363
British Columbia,2016,Horses and ponies,Average number,Number,7
British Columbia,2016,Goats,Number of farms reporting,Number,975
British Columbia,2016,Goats,Number of animals,Number,14508
British Columbia,2016,Goats,Average number,Number,15
British Columbia,2016,Wild boars,Number of farms reporting,Number,1
British Columbia,2016,Mink,Number of farms reporting,Number,11
British Columbia,2016,Mink,Number of animals,Number,73456
British Columbia,2016,Mink,Average number,Number,6678
British Columbia,2016,Bison,Number of farms reporting,Number,55
British Columbia,2016,Bison,Number of animals,Number,6504
British Columbia,2016,Bison,Average number,Number,118
British Columbia,2016,Llamas and alpacas,Number of farms reporting,Number,521
British Columbia,2016,Llamas and alpacas,Number of animals,Number,2535
British Columbia,2016,Llamas and alpacas,Average number,Number,5
British Columbia,2016,Deer,Number of farms reporting,Number,12
British Columbia,2016,Deer,Number of animals,Number,520
British Columbia,2016,Deer,Average number,Number,43
British Columbia,2016,Total hens and chickens,Number of farms reporting,Number,5031
British Columbia,2016,Total hens and chickens,Number of animals,Number,20621863
British Columbia,2016,Total hens and chickens,Average number,Number,4099
British Columbia,2016,Turkeys,Number of farms reporting,Number,530
British Columbia,2016,Turkeys,Number of animals,Number,862303
British Columbia,2016,Turkeys,Average number,Number,1627
Canada,2021,Total cattle,Number of farms reporting,Number,74148
Canada,2021,Total cattle,Number of animals,Number,12640089
Canada,2021,Total cattle,Average number,Number,170
Canada,2021,Dairy cows,Number of farms reporting,Number,11212
Canada,2021,Dairy cows,Number of animals,Number,980297
Canada,2021,Dairy cows,Average number,Number,87
Canada,2021,Beef cows,Number of farms reporting,Number,54517
Canada,2021,Beef cows,Number of animals,Number,3776389
Canada,2021,Beef cows,Average number,Number,69
Canada,2021,Total heifers,Number of farms reporting,Number,51449
Canada,2021,Total heifers,Number of animals,Number,1979014
Canada,2021,Total heifers,Average number,Number,38
Canada,2021,Bulls, 1 year and over,Number of farms reporting,Number,44350
Canada,2021,Bulls, 1 year and over,Number of animals,Number,223274
Canada,2021,Bulls, 1 year and over,Average number,Number,5
Canada,2021,Steers, 1 year and over,Number of farms reporting,Number,24351
Canada,2021,Steers, 1 year and over,Number of animals,Number,1634209
Canada,2021,Steers, 1 year and over,Average number,Number,67
Canada,2021,Calves, under 1 year,Number of farms reporting,Number,64670
Canada,2021,Calves, under 1 year,Number of animals,Number,4046907
Canada,2021,Calves, under 1 year,Average number,Number,63
Canada,2021,Total pigs,Number of farms reporting,Number,7423
Canada,2021,Total pigs,Number of animals,Number,14568669
Canada,2021,Total pigs,Average number,Number,1963
Canada,2021,Boars,Number of farms reporting,Number,2298
Canada,2021,Boars,Number of animals,Number,16699
Canada,2021,Boars,Average number,Number,7
Canada,2021,Sows and gilts for breeding,Number of farms reporting,Number,3001
Canada,2021,Sows and gilts for breeding,Number of animals,Number,1253436
Canada,2021,Sows and gilts for breeding,Average number,Number,418
Canada,2021,All other pigs,Number of farms reporting,Number,6768
Canada,2021,All other pigs,Number of animals,Number,13306178
Canada,2021,All other pigs,Average number,Number,1966
Canada,2021,Total sheep,Number of farms reporting,Number,8487
Canada,2021,Total sheep,Number of animals,Number,1052365
Canada,2021,Total sheep,Average number,Number,124
Canada,2021,Rams,Number of farms reporting,Number,6455
Canada,2021,Rams,Number of animals,Number,24039
Canada,2021,Rams,Average number,Number,4
Canada,2021,Ewes,Number of farms reporting,Number,7993
Canada,2021,Ewes,Number of animals,Number,523240
Canada,2021,Ewes,Average number,Number,65
Canada,2021,All other sheep,Number of farms reporting,Number,7120
Canada,2021,All other sheep,Number of animals,Number,505086
Canada,2021,All other sheep,Average number,Number,71
Canada,2021,Horses and ponies,Number of farms reporting,Number,20645
Canada,2021,Horses and ponies,Number of animals,Number,183733
Canada,2021,Horses and ponies,Average number,Number,9
Canada,2021,Goats,Number of farms reporting,Number,4801
Canada,2021,Goats,Number of animals,Number,253278
Canada,2021,Goats,Average number,Number,53
Canada,2021,Wild boars,Number of farms reporting,Number,46
Canada,2021,Wild boars,Number of animals,Number,4298
Canada,2021,Wild boars,Average number,Number,93
Canada,2021,Mink,Number of farms reporting,Number,79
Canada,2021,Mink,Number of animals,Number,236222
Canada,2021,Mink,Average number,Number,2990
Canada,2021,Fox,Number of farms reporting,Number,18
Canada,2021,Fox,Number of animals,Number,1521
Canada,2021,Fox,Average number,Number,85
